date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:54:05	7604/7604	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jul%202017%2014:50:26%20GMT	https://devsaidul.com/tm/html/estudy/venobox/venobox.css	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/venobox/venobox.css	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:05	88580/88580	---M-Z	200	added ('OK')	text/css	date:Wed,%2015%20Nov%202023%2010:17:58%20GMT	https://devsaidul.com/tm/html/estudy/assets/css/bootstrap-icons.css	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/css/bootstrap-icons.css	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:05	73320/73320	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2019:12:24%20GMT	https://devsaidul.com/tm/html/estudy/assets/css/style.css	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/css/style.css	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:06	9127/9127	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Nov%202023%2015:25:22%20GMT	https://devsaidul.com/tm/html/estudy/assets/css/dropdown.css	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/css/dropdown.css	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:06	42666/42666	---M-Z	200	added ('OK')	text/css	date:Thu,%2023%20Nov%202023%2008:15:32%20GMT	https://devsaidul.com/tm/html/estudy/assets/css/responsive.css	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/css/responsive.css	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:06	8636/8636	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Sep%202017%2014:48:56%20GMT	https://devsaidul.com/tm/html/estudy/assets/js/vendor/modernizr-3.5.0.min.js	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/js/vendor/modernizr-3.5.0.min.js	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:06	60438/60438	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:09:34%20GMT	https://devsaidul.com/tm/html/estudy/index.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/index.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:07	4635/4635	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Nov%202023%2008:19:46%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/logo.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/logo.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:07	57721/57721	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/landing.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/landing.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:07	57483/57483	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/video.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/video.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:07	28440/28440	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/course.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/course.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:08	23262/23262	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/course-detials.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/course-detials.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:08	25133/25133	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/team.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/team.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:08	25095/25095	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/team-detials.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/team-detials.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:08	20247/20247	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/project-grid.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/project-grid.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:09	21327/21327	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/projects-details.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/projects-details.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:09	19494/19494	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/faq.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/faq.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:09	21143/21143	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/contact.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/contact.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:09	18191/18191	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/error.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/error.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:10	22492/22492	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/blog.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/blog.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:10	28007/28007	---M-Z	200	added ('OK')	text/html	date:Tue,%2028%20Nov%202023%2019:14:08%20GMT	https://devsaidul.com/tm/html/estudy/blog-details.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/blog-details.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:11	708/708	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2016:54:01%20GMT	https://devsaidul.com/tm/html/estudy/about.html	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/about.html	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:11	28679/28679	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2011:56:56%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/slider/slider-shape.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/slider/slider-shape.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:11	1002/1002	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2011:57:18%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/slider/slider-shape2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/slider/slider-shape2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:12	443/443	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2013:01:34%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/section-shape.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/section-shape.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:12	548284/548284	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2010:29:30%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/slider/slider-thumb.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/slider/slider-thumb.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:13	68127/68127	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2012:51:56%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/catagories/catagories1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/catagories/catagories1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:13	61145/61145	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2012:52:18%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/catagories/catagories2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/catagories/catagories2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:13	81024/81024	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2012:52:30%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/catagories/catagories4.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/catagories/catagories4.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:13	64493/64493	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2012:52:38%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/catagories/catagories5.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/catagories/catagories5.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:14	61502/61502	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2012:52:24%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/catagories/catagories3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/catagories/catagories3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:14	60921/60921	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2012:52:42%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/catagories/catagories6.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/catagories/catagories6.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:14	4169/4169	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:45:02%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/shape1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/shape1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:15	4307/4307	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:44:08%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/shape2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/shape2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:15	193709/193709	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2014:15:08%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/course2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/course2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:16	214860/214860	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2014:14:56%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/course1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/course1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:16	4030/4030	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:44:26%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/shape3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/shape3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:16	3915/3915	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:44:34%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/shape4.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/shape4.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:16	272322/272322	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2014:21:58%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/course3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/course3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:17	3995/3995	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:44:40%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/shape5.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/shape5.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:17	237664/237664	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2014:22:22%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/course5.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/course5.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:17	263395/263395	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2014:22:40%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/course6.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/course6.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:17	3703/3703	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2006:44:00%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/shape6.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/shape6.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:17	222596/222596	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Nov%202023%2014:22:12%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/course/course4.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/course/course4.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:17	2589/2589	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2008:04:22%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/help-icon.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/help-icon.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:18	43396/43396	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Nov%202023%2008:42:42%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/choose1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/choose1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:18	41037/41037	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:27:26%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/choose2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/choose2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:18	50453/50453	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:27:32%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/choose3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/choose3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:18	46419/46419	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:27:40%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/choose4.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/choose4.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:18	67382/67382	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Nov%202023%2006:52:26%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/team/team1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/team/team1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:19	71934/71934	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Nov%202023%2006:52:34%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/team/team2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/team/team2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:19	91410/91410	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Nov%202023%2006:52:50%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/team/team3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/team/team3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:19	67327/67327	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Nov%202023%2006:53:00%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/team/team4.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/team/team4.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:19	123526/123526	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2009:15:48%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/video1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/video1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:20	126161/126161	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2009:15:56%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/video2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/video2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:20	147260/147260	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2009:16:02%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/video3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/video3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:20	2467/2467	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2011:21:16%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/registration-shape.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/registration-shape.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:20	158360/158360	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2009:16:08%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/resource/video4.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/resource/video4.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:21	311317/311317	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2011:56:06%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/testimonial/testi1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/testimonial/testi1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:21	18109/18109	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2012:19:40%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/testimonial/testi-shape1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/testimonial/testi-shape1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:21	19099/19099	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2012:19:52%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/testimonial/testi-shape2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/testimonial/testi-shape2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:21	273526/273526	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2011:56:36%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/testimonial/testi2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/testimonial/testi2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:21	16558/16558	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Nov%202023%2012:20:08%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/testimonial/testi-shape3.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/testimonial/testi-shape3.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:22	4196/4196	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2008:42:02%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/blog/shape1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/blog/shape1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:22	246066/246066	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2008:31:22%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/blog/blog1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/blog/blog1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:22	241148/241148	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2008:31:14%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/blog/blog2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/blog/blog2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:22	5060/5060	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2008:42:10%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/blog/shape2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/blog/shape2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:23	2607/2607	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2009:21:40%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/brand/brand1.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/brand/brand1.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
17:54:23	1896/1896	---M--	200	added ('OK')	image/png	date:Tue,%2021%20Nov%202023%2009:21:46%20GMT	https://devsaidul.com/tm/html/estudy/assets/images/brand/brand2.png	C:/Mes%20Sites%20Web/e-club2/devsaidul.com/tm/html/estudy/assets/images/brand/brand2.png	(from https://devsaidul.com/tm/html/estudy/?storefront=envato-elements)
